time_s,x_m,y_m,z_m,vx_ms,vy_ms,vz_ms,sigma0,sigma1,sigma2,cx,cy,cz,battery_pct,action_name,action_idx
24254.0,-3271949.525,-4472107.468,4377088.889,1617.424,4496.408,5793.445,0.010899,0.038186,-0.024317,-0.066986,-0.142359,0.987546,98.91,DRIFT,48
24255.0,-3270291.498,-4467555.683,4382827.457,1621.102,4501.407,5788.412,0.010982,0.037869,-0.024935,-0.067262,-0.140971,0.987726,98.91,DRIFT,48
24256.0,-3268633.471,-4463003.897,4388566.025,1624.781,4506.406,5783.379,0.011066,0.037552,-0.025554,-0.067538,-0.139583,0.987904,98.91,DRIFT,48
24257.0,-3266975.444,-4458452.112,4394304.593,1628.459,4511.405,5778.346,0.011149,0.037235,-0.026172,-0.067814,-0.138195,0.988081,98.91,DRIFT,48
24258.0,-3265317.417,-4453900.327,4400043.162,1632.137,4516.404,5773.313,0.011233,0.036917,-0.026790,-0.068090,-0.136806,0.988255,98.91,DRIFT,48
24259.0,-3263659.389,-4449348.542,4405781.730,1635.816,4521.403,5768.280,0.011316,0.036600,-0.027408,-0.068366,-0.135417,0.988427,98.91,DRIFT,48
24260.0,-3262001.362,-4444796.757,4411520.298,1639.494,4526.402,5763.247,0.011400,0.036283,-0.028027,-0.068641,-0.134027,0.988598,98.91,DRIFT,48
24261.0,-3260343.335,-4440244.972,4417258.866,1643.172,4531.401,5758.214,0.011483,0.035965,-0.028645,-0.068917,-0.132637,0.988766,98.91,DRIFT,48
24262.0,-3258685.308,-4435693.187,4422997.435,1646.851,4536.400,5753.181,0.011567,0.035648,-0.029263,-0.069192,-0.131247,0.988932,98.91,DRIFT,48
24263.0,-3257027.281,-4431141.402,4428736.003,1650.529,4541.399,5748.148,0.011650,0.035331,-0.029881,-0.069467,-0.129857,0.989096,98.91,DRIFT,48
24264.0,-3255369.254,-4426589.617,4434474.571,1654.207,4546.399,5743.115,0.011734,0.035013,-0.030499,-0.069742,-0.128466,0.989259,98.91,DRIFT,48
24265.0,-3253711.227,-4422037.832,4440213.139,1657.885,4551.398,5738.082,0.011818,0.034696,-0.031118,-0.070017,-0.127076,0.989419,98.91,DRIFT,48
24266.0,-3252053.199,-4417486.047,4445951.708,1661.564,4556.397,5733.049,0.011901,0.034379,-0.031736,-0.070292,-0.125684,0.989577,98.91,DRIFT,48
24267.0,-3250395.172,-4412934.262,4451690.276,1665.242,4561.396,5728.016,0.011985,0.034061,-0.032354,-0.070566,-0.124293,0.989733,98.91,DRIFT,48
24268.0,-3248737.145,-4408382.477,4457428.844,1668.920,4566.395,5722.983,0.012068,0.033744,-0.032972,-0.070841,-0.122901,0.989887,98.91,DRIFT,48
24269.0,-3247079.118,-4403830.692,4463167.412,1672.599,4571.394,5717.950,0.012152,0.033427,-0.033590,-0.071115,-0.121510,0.990039,98.91,DRIFT,48
24270.0,-3245421.091,-4399278.906,4468905.981,1676.277,4576.393,5712.917,0.012235,0.033109,-0.034209,-0.071389,-0.120117,0.990190,98.91,DRIFT,48
24271.0,-3243763.064,-4394727.121,4474644.549,1679.955,4581.392,5707.884,0.012319,0.032792,-0.034827,-0.071663,-0.118725,0.990338,98.91,DRIFT,48
24272.0,-3242105.037,-4390175.336,4480383.117,1683.634,4586.391,5702.851,0.012402,0.032475,-0.035445,-0.071937,-0.117333,0.990484,98.91,DRIFT,48
24273.0,-3240447.009,-4385623.551,4486121.685,1687.312,4591.390,5697.818,0.012486,0.032157,-0.036063,-0.072211,-0.115940,0.990628,98.91,DRIFT,48
24274.0,-3238788.982,-4381071.766,4491860.254,1690.990,4596.389,5692.785,0.012569,0.031840,-0.036681,-0.072485,-0.114547,0.990770,98.91,DRIFT,48
24275.0,-3237130.955,-4376519.981,4497598.822,1694.668,4601.388,5687.752,0.012653,0.031523,-0.037300,-0.072758,-0.113154,0.990910,98.91,DRIFT,48
24276.0,-3235472.928,-4371968.196,4503337.390,1698.347,4606.387,5682.719,0.012736,0.031205,-0.037918,-0.073031,-0.111761,0.991048,98.91,DRIFT,48
24277.0,-3233814.901,-4367416.411,4509075.958,1702.025,4611.386,5677.686,0.012820,0.030888,-0.038536,-0.073304,-0.110367,0.991184,98.91,DRIFT,48
24278.0,-3232156.874,-4362864.626,4514814.526,1705.703,4616.385,5672.653,0.012903,0.030571,-0.039154,-0.073577,-0.108974,0.991318,98.91,DRIFT,48
24279.0,-3230498.847,-4358312.841,4520553.095,1709.382,4621.384,5667.620,0.012987,0.030253,-0.039772,-0.073850,-0.107580,0.991450,98.91,DRIFT,48
24280.0,-3228840.819,-4353761.056,4526291.663,1713.060,4626.383,5662.587,0.013070,0.029936,-0.040391,-0.074123,-0.106186,0.991580,98.91,DRIFT,48
24280.0,-3228840.819,-4353761.056,4526291.663,1713.060,4626.383,5662.587,0.013070,0.029936,-0.040391,-0.074123,-0.106186,0.991580,98.91,DRIFT,48
24281.0,-3227073.312,-4349061.649,4531876.350,1716.680,4631.225,5657.362,0.012775,0.030201,-0.038175,-0.072538,-0.107613,0.991543,98.91,DRIFT,48
24282.0,-3225305.805,-4344362.242,4537461.037,1720.299,4636.067,5652.137,0.012480,0.030466,-0.035960,-0.070952,-0.109040,0.991502,98.91,DRIFT,48
24283.0,-3223538.298,-4339662.835,4543045.725,1723.919,4640.908,5646.913,0.012185,0.030731,-0.033744,-0.069366,-0.110467,0.991456,98.91,DRIFT,48
24284.0,-3221770.790,-4334963.428,4548630.412,1727.539,4645.750,5641.688,0.011890,0.030996,-0.031529,-0.067780,-0.111893,0.991406,98.91,DRIFT,48
24285.0,-3220003.283,-4330264.022,4554215.099,1731.159,4650.591,5636.463,0.011595,0.031262,-0.029314,-0.066193,-0.113319,0.991351,98.91,DRIFT,48
24286.0,-3218235.776,-4325564.615,4559799.787,1734.778,4655.433,5631.238,0.011300,0.031527,-0.027098,-0.064606,-0.114745,0.991292,98.91,DRIFT,48
24287.0,-3216468.269,-4320865.208,4565384.474,1738.398,4660.274,5626.013,0.011005,0.031792,-0.024883,-0.063018,-0.116170,0.991228,98.91,DRIFT,48
24288.0,-3214700.761,-4316165.801,4570969.161,1742.018,4665.116,5620.788,0.010710,0.032057,-0.022667,-0.061430,-0.117595,0.991160,98.91,DRIFT,48
24289.0,-3212933.254,-4311466.394,4576553.848,1745.638,4669.958,5615.563,0.010415,0.032322,-0.020452,-0.059841,-0.119019,0.991087,98.91,DRIFT,48
24290.0,-3211165.747,-4306766.987,4582138.536,1749.258,4674.799,5610.339,0.010120,0.032587,-0.018236,-0.058252,-0.120443,0.991010,98.91,DRIFT,48
24291.0,-3209398.240,-4302067.580,4587723.223,1752.877,4679.641,5605.114,0.009825,0.032852,-0.016021,-0.056663,-0.121866,0.990928,98.91,DRIFT,48
24292.0,-3207630.732,-4297368.174,4593307.910,1756.497,4684.482,5599.889,0.009529,0.033117,-0.013806,-0.055073,-0.123289,0.990841,98.91,DRIFT,48
24293.0,-3205863.225,-4292668.767,4598892.597,1760.117,4689.324,5594.664,0.009234,0.033382,-0.011590,-0.053484,-0.124711,0.990751,98.91,DRIFT,48
24294.0,-3204095.718,-4287969.360,4604477.285,1763.737,4694.165,5589.439,0.008939,0.033647,-0.009375,-0.051893,-0.126133,0.990655,98.91,DRIFT,48
24295.0,-3202328.211,-4283269.953,4610061.972,1767.356,4699.007,5584.214,0.008644,0.033912,-0.007159,-0.050303,-0.127554,0.990555,98.91,DRIFT,48
24296.0,-3200560.703,-4278570.546,4615646.659,1770.976,4703.848,5578.989,0.008349,0.034177,-0.004944,-0.048712,-0.128975,0.990451,98.91,DRIFT,48
24297.0,-3198793.196,-4273871.139,4621231.346,1774.596,4708.690,5573.765,0.008054,0.034442,-0.002728,-0.047122,-0.130395,0.990342,98.91,DRIFT,48
24298.0,-3197025.689,-4269171.733,4626816.034,1778.216,4713.532,5568.540,0.007759,0.034708,-0.000513,-0.045531,-0.131814,0.990228,98.91,DRIFT,48
24299.0,-3195258.182,-4264472.326,4632400.721,1781.835,4718.373,5563.315,0.007464,0.034973,0.001702,-0.043939,-0.133233,0.990110,98.91,DRIFT,48
24300.0,-3193490.674,-4259772.919,4637985.408,1785.455,4723.215,5558.090,0.007169,0.035238,0.003918,-0.042348,-0.134651,0.989988,98.91,DRIFT,48
24301.0,-3191723.167,-4255073.512,4643570.096,1789.075,4728.056,5552.865,0.006874,0.035503,0.006133,-0.040757,-0.136069,0.989861,98.91,DRIFT,48
24302.0,-3189955.660,-4250374.105,4649154.783,1792.695,4732.898,5547.640,0.006579,0.035768,0.008349,-0.039165,-0.137486,0.989729,98.91,DRIFT,48
24303.0,-3188188.153,-4245674.698,4654739.470,1796.314,4737.739,5542.415,0.006284,0.036033,0.010564,-0.037573,-0.138902,0.989593,98.91,DRIFT,48
24304.0,-3186420.645,-4240975.292,4660324.157,1799.934,4742.581,5537.191,0.005989,0.036298,0.012779,-0.035982,-0.140317,0.989453,98.91,DRIFT,48
24305.0,-3184653.138,-4236275.885,4665908.845,1803.554,4747.423,5531.966,0.005694,0.036563,0.014995,-0.034390,-0.141731,0.989308,98.91,DRIFT,48
24306.0,-3182885.631,-4231576.478,4671493.532,1807.174,4752.264,5526.741,0.005399,0.036828,0.017210,-0.032798,-0.143145,0.989158,98.91,DRIFT,48
24307.0,-3181118.123,-4226877.071,4677078.219,1810.793,4757.106,5521.516,0.005103,0.037093,0.019426,-0.031207,-0.144558,0.989004,98.91,DRIFT,48
24308.0,-3179350.616,-4222177.664,4682662.906,1814.413,4761.947,5516.291,0.004808,0.037358,0.021641,-0.029615,-0.145970,0.988846,98.91,DRIFT,48
24309.0,-3177583.109,-4217478.257,4688247.594,1818.033,4766.789,5511.066,0.004513,0.037623,0.023857,-0.028023,-0.147382,0.988683,98.90,DRIFT,48
24310.0,-3175815.602,-4212778.850,4693832.281,1821.653,4771.630,5505.841,0.004218,0.037888,0.026072,-0.026432,-0.148792,0.988515,98.90,DRIFT,48
24310.0,-3175815.602,-4212778.850,4693832.281,1821.653,4771.630,5505.841,0.004218,0.037888,0.026072,-0.026432,-0.148792,0.988515,98.90,DRIFT,48
24311.0,-3173940.426,-4207936.621,4699257.412,1825.210,4776.310,5500.430,0.004576,0.037692,0.027282,-0.027502,-0.148062,0.988596,98.90,DRIFT,48
24312.0,-3172065.250,-4203094.391,4704682.543,1828.768,4780.989,5495.019,0.004933,0.037496,0.028493,-0.028571,-0.147332,0.988674,98.90,DRIFT,48
24313.0,-3170190.074,-4198252.161,4710107.673,1832.325,4785.668,5489.607,0.005290,0.037300,0.029703,-0.029641,-0.146601,0.988752,98.90,DRIFT,48
24314.0,-3168314.898,-4193409.931,4715532.804,1835.883,4790.347,5484.196,0.005647,0.037104,0.030914,-0.030711,-0.145870,0.988827,98.90,DRIFT,48
24315.0,-3166439.722,-4188567.701,4720957.935,1839.440,4795.026,5478.785,0.006005,0.036908,0.032124,-0.031781,-0.145139,0.988901,98.90,DRIFT,48
24316.0,-3164564.546,-4183725.471,4726383.066,1842.998,4799.705,5473.373,0.006362,0.036712,0.033334,-0.032850,-0.144407,0.988973,98.90,DRIFT,48
24317.0,-3162689.370,-4178883.241,4731808.197,1846.555,4804.385,5467.962,0.006719,0.036516,0.034545,-0.033920,-0.143676,0.989043,98.90,DRIFT,48
24318.0,-3160814.195,-4174041.011,4737233.328,1850.113,4809.064,5462.551,0.007077,0.036319,0.035755,-0.034990,-0.142944,0.989112,98.90,DRIFT,48
24319.0,-3158939.019,-4169198.781,4742658.458,1853.671,4813.743,5457.139,0.007434,0.036123,0.036965,-0.036059,-0.142212,0.989179,98.90,DRIFT,48
24320.0,-3157063.843,-4164356.551,4748083.589,1857.228,4818.422,5451.728,0.007791,0.035927,0.038176,-0.037129,-0.141479,0.989245,98.90,DRIFT,48
24321.0,-3155188.667,-4159514.321,4753508.720,1860.786,4823.101,5446.317,0.008149,0.035731,0.039386,-0.038198,-0.140746,0.989309,98.90,DRIFT,48
24322.0,-3153313.491,-4154672.092,4758933.851,1864.343,4827.780,5440.906,0.008506,0.035535,0.040597,-0.039268,-0.140013,0.989371,98.90,DRIFT,48
24323.0,-3151438.315,-4149829.862,4764358.982,1867.901,4832.460,5435.494,0.008863,0.035339,0.041807,-0.040337,-0.139280,0.989431,98.90,DRIFT,48
24324.0,-3149563.139,-4144987.632,4769784.113,1871.458,4837.139,5430.083,0.009221,0.035143,0.043017,-0.041407,-0.138547,0.989490,98.90,DRIFT,48
24325.0,-3147687.963,-4140145.402,4775209.243,1875.016,4841.818,5424.672,0.009578,0.034946,0.044228,-0.042476,-0.137813,0.989547,98.90,DRIFT,48
24326.0,-3145812.788,-4135303.172,4780634.374,1878.573,4846.497,5419.260,0.009935,0.034750,0.045438,-0.043545,-0.137079,0.989603,98.90,DRIFT,48
24327.0,-3143937.612,-4130460.942,4786059.505,1882.131,4851.176,5413.849,0.010292,0.034554,0.046649,-0.044615,-0.136345,0.989656,98.90,DRIFT,48
24328.0,-3142062.436,-4125618.712,4791484.636,1885.688,4855.855,5408.438,0.010650,0.034358,0.047859,-0.045684,-0.135610,0.989708,98.90,DRIFT,48
24329.0,-3140187.260,-4120776.482,4796909.767,1889.246,4860.535,5403.026,0.011007,0.034162,0.049069,-0.046753,-0.134876,0.989759,98.90,DRIFT,48
24330.0,-3138312.084,-4115934.252,4802334.897,1892.804,4865.214,5397.615,0.011364,0.033966,0.050280,-0.047822,-0.134141,0.989808,98.90,DRIFT,48
24331.0,-3136436.908,-4111092.022,4807760.028,1896.361,4869.893,5392.204,0.011722,0.033770,0.051490,-0.048890,-0.133406,0.989855,98.90,DRIFT,48
24332.0,-3134561.732,-4106249.792,4813185.159,1899.919,4874.572,5386.792,0.012079,0.033574,0.052700,-0.049959,-0.132671,0.989900,98.90,DRIFT,48
24333.0,-3132686.556,-4101407.562,4818610.290,1903.476,4879.251,5381.381,0.012436,0.033377,0.053911,-0.051028,-0.131935,0.989944,98.90,DRIFT,48
24334.0,-3130811.380,-4096565.333,4824035.421,1907.034,4883.931,5375.970,0.012794,0.033181,0.055121,-0.052096,-0.131200,0.989986,98.90,DRIFT,48
24335.0,-3128936.205,-4091723.103,4829460.552,1910.591,4888.610,5370.558,0.013151,0.032985,0.056332,-0.053164,-0.130464,0.990027,98.90,DRIFT,48
24336.0,-3127061.029,-4086880.873,4834885.682,1914.149,4893.289,5365.147,0.013508,0.032789,0.057542,-0.054233,-0.129728,0.990065,98.90,DRIFT,48
24337.0,-3125185.853,-4082038.643,4840310.813,1917.706,4897.968,5359.736,0.013865,0.032593,0.058752,-0.055301,-0.128992,0.990103,98.90,DRIFT,48
24338.0,-3123310.677,-4077196.413,4845735.944,1921.264,4902.647,5354.324,0.014223,0.032397,0.059963,-0.056369,-0.128255,0.990138,98.90,DRIFT,48
24339.0,-3121435.501,-4072354.183,4851161.075,1924.821,4907.326,5348.913,0.014580,0.032201,0.061173,-0.057437,-0.127518,0.990172,98.90,DRIFT,48
24340.0,-3119560.325,-4067511.953,4856586.206,1928.379,4912.006,5343.502,0.014937,0.032005,0.062384,-0.058504,-0.126782,0.990204,98.90,DRIFT,48
24340.0,-3119560.325,-4067511.953,4856586.206,1928.379,4912.006,5343.502,0.014937,0.032005,0.062384,-0.058504,-0.126782,0.990204,98.90,DRIFT,48
24341.0,-3117579.401,-4062531.843,4861846.269,1931.871,4916.518,5337.909,0.014400,0.032404,0.060392,-0.057076,-0.128353,0.990085,98.90,DRIFT,48
24342.0,-3115598.477,-4057551.733,4867106.332,1935.362,4921.030,5332.317,0.013864,0.032803,0.058400,-0.055647,-0.129923,0.989961,98.90,DRIFT,48
24343.0,-3113617.553,-4052571.622,4872366.395,1938.854,4925.542,5326.725,0.013327,0.033202,0.056408,-0.054218,-0.131493,0.989833,98.90,DRIFT,48
24344.0,-3111636.629,-4047591.512,4877626.458,1942.346,4930.054,5321.133,0.012790,0.033601,0.054417,-0.052789,-0.133063,0.989701,98.90,DRIFT,48
24345.0,-3109655.705,-4042611.402,4882886.521,1945.838,4934.566,5315.540,0.012253,0.034000,0.052425,-0.051359,-0.134632,0.989564,98.90,DRIFT,48
24346.0,-3107674.781,-4037631.292,4888146.584,1949.329,4939.078,5309.948,0.011716,0.034399,0.050433,-0.049929,-0.136201,0.989422,98.90,DRIFT,48
24347.0,-3105693.858,-4032651.182,4893406.648,1952.821,4943.590,5304.356,0.011179,0.034798,0.048441,-0.048498,-0.137769,0.989276,98.90,DRIFT,48
24348.0,-3103712.934,-4027671.071,4898666.711,1956.313,4948.102,5298.764,0.010642,0.035197,0.046450,-0.047067,-0.139337,0.989126,98.90,DRIFT,48
24349.0,-3101732.010,-4022690.961,4903926.774,1959.805,4952.614,5293.171,0.010105,0.035596,0.044458,-0.045636,-0.140904,0.988971,98.90,DRIFT,48
24350.0,-3099751.086,-4017710.851,4909186.837,1963.296,4957.126,5287.579,0.009568,0.035995,0.042466,-0.044205,-0.142471,0.988811,98.90,DRIFT,48
24351.0,-3097770.162,-4012730.741,4914446.900,1966.788,4961.638,5281.987,0.009031,0.036394,0.040475,-0.042773,-0.144037,0.988648,98.90,DRIFT,48
24352.0,-3095789.238,-4007750.631,4919706.963,1970.280,4966.150,5276.395,0.008494,0.036794,0.038483,-0.041341,-0.145602,0.988479,98.90,DRIFT,48
24353.0,-3093808.314,-4002770.520,4924967.026,1973.772,4970.663,5270.802,0.007957,0.037193,0.036491,-0.039909,-0.147167,0.988306,98.90,DRIFT,48
24354.0,-3091827.390,-3997790.410,4930227.089,1977.263,4975.175,5265.210,0.007420,0.037592,0.034499,-0.038477,-0.148731,0.988129,98.90,DRIFT,48
24355.0,-3089846.466,-3992810.300,4935487.152,1980.755,4979.687,5259.618,0.006883,0.037991,0.032508,-0.037044,-0.150295,0.987947,98.90,DRIFT,48
24356.0,-3087865.542,-3987830.190,4940747.215,1984.247,4984.199,5254.026,0.006346,0.038390,0.030516,-0.035611,-0.151858,0.987761,98.90,DRIFT,48
24357.0,-3085884.618,-3982850.079,4946007.279,1987.738,4988.711,5248.433,0.005809,0.038789,0.028524,-0.034178,-0.153420,0.987570,98.90,DRIFT,48
24358.0,-3083903.694,-3977869.969,4951267.342,1991.230,4993.223,5242.841,0.005273,0.039188,0.026532,-0.032745,-0.154981,0.987375,98.90,DRIFT,48
24359.0,-3081922.770,-3972889.859,4956527.405,1994.722,4997.735,5237.249,0.004736,0.039587,0.024541,-0.031312,-0.156542,0.987175,98.90,DRIFT,48
24360.0,-3079941.846,-3967909.749,4961787.468,1998.214,5002.247,5231.657,0.004199,0.039986,0.022549,-0.029879,-0.158102,0.986971,98.90,DRIFT,48
24361.0,-3077960.922,-3962929.639,4967047.531,2001.705,5006.759,5226.064,0.003662,0.040385,0.020557,-0.028446,-0.159661,0.986762,98.90,DRIFT,48
24362.0,-3075979.998,-3957949.528,4972307.594,2005.197,5011.271,5220.472,0.003125,0.040784,0.018566,-0.027012,-0.161220,0.986549,98.90,DRIFT,48
24363.0,-3073999.074,-3952969.418,4977567.657,2008.689,5015.783,5214.880,0.002588,0.041183,0.016574,-0.025579,-0.162777,0.986331,98.90,DRIFT,48
24364.0,-3072018.150,-3947989.308,4982827.720,2012.181,5020.295,5209.288,0.002051,0.041583,0.014582,-0.024145,-0.164334,0.986109,98.90,DRIFT,48
24365.0,-3070037.226,-3943009.198,4988087.783,2015.672,5024.807,5203.696,0.001514,0.041982,0.012590,-0.022712,-0.165890,0.985883,98.90,DRIFT,48
24366.0,-3068056.302,-3938029.088,4993347.847,2019.164,5029.319,5198.103,0.000977,0.042381,0.010599,-0.021279,-0.167445,0.985652,98.90,DRIFT,48
24367.0,-3066075.379,-3933048.977,4998607.910,2022.656,5033.832,5192.511,0.000440,0.042780,0.008607,-0.019845,-0.168999,0.985416,98.90,DRIFT,48
24368.0,-3064094.455,-3928068.867,5003867.973,2026.147,5038.344,5186.919,-0.000097,0.043179,0.006615,-0.018412,-0.170552,0.985177,98.90,DRIFT,48
24369.0,-3062113.531,-3923088.757,5009128.036,2029.639,5042.856,5181.327,-0.000634,0.043578,0.004624,-0.016979,-0.172104,0.984932,98.90,DRIFT,48
24370.0,-3060132.607,-3918108.647,5014388.099,2033.131,5047.368,5175.734,-0.001171,0.043977,0.002632,-0.015546,-0.173655,0.984684,98.90,DRIFT,48
24370.0,-3060132.607,-3918108.647,5014388.099,2033.131,5047.368,5175.734,-0.001171,0.043977,0.002632,-0.015546,-0.173655,0.984684,98.90,DRIFT,48
24371.0,-3058047.962,-3912995.738,5019477.753,2036.553,5051.708,5169.967,-0.001144,0.043654,0.001131,-0.015917,-0.172309,0.984914,98.90,DRIFT,48
24372.0,-3055963.318,-3907882.829,5024567.406,2039.976,5056.049,5164.199,-0.001118,0.043330,-0.000371,-0.016289,-0.170963,0.985143,98.90,DRIFT,48
24373.0,-3053878.673,-3902769.920,5029657.060,2043.398,5060.389,5158.432,-0.001091,0.043007,-0.001872,-0.016660,-0.169617,0.985369,98.90,DRIFT,48
24374.0,-3051794.029,-3897657.011,5034746.714,2046.820,5064.729,5152.665,-0.001065,0.042684,-0.003373,-0.017031,-0.168270,0.985594,98.90,DRIFT,48
24375.0,-3049709.384,-3892544.103,5039836.368,2050.243,5069.070,5146.897,-0.001038,0.042360,-0.004874,-0.017403,-0.166923,0.985816,98.89,DRIFT,48
24376.0,-3047624.740,-3887431.194,5044926.021,2053.665,5073.410,5141.130,-0.001012,0.042037,-0.006376,-0.017774,-0.165576,0.986037,98.89,DRIFT,48
24377.0,-3045540.096,-3882318.285,5050015.675,2057.088,5077.751,5135.362,-0.000985,0.041714,-0.007877,-0.018145,-0.164228,0.986256,98.89,DRIFT,48
24378.0,-3043455.451,-3877205.376,5055105.329,2060.510,5082.091,5129.595,-0.000958,0.041390,-0.009378,-0.018516,-0.162879,0.986472,98.89,DRIFT,48
24379.0,-3041370.807,-3872092.467,5060194.983,2063.932,5086.432,5123.828,-0.000932,0.041067,-0.010879,-0.018888,-0.161531,0.986687,98.89,DRIFT,48
24380.0,-3039286.162,-3866979.558,5065284.636,2067.355,5090.772,5118.060,-0.000905,0.040744,-0.012381,-0.019259,-0.160182,0.986900,98.89,DRIFT,48
24381.0,-3037201.518,-3861866.649,5070374.290,2070.777,5095.112,5112.293,-0.000879,0.040420,-0.013882,-0.019630,-0.158832,0.987110,98.89,DRIFT,48
24382.0,-3035116.873,-3856753.741,5075463.944,2074.200,5099.453,5106.525,-0.000852,0.040097,-0.015383,-0.020001,-0.157483,0.987319,98.89,DRIFT,48
24383.0,-3033032.229,-3851640.832,5080553.597,2077.622,5103.793,5100.758,-0.000826,0.039773,-0.016884,-0.020372,-0.156132,0.987526,98.89,DRIFT,48
24384.0,-3030947.584,-3846527.923,5085643.251,2081.044,5108.134,5094.991,-0.000799,0.039450,-0.018386,-0.020743,-0.154782,0.987731,98.89,DRIFT,48
24385.0,-3028862.940,-3841415.014,5090732.905,2084.467,5112.474,5089.223,-0.000773,0.039127,-0.019887,-0.021114,-0.153431,0.987934,98.89,DRIFT,48
24386.0,-3026778.295,-3836302.105,5095822.559,2087.889,5116.815,5083.456,-0.000746,0.038803,-0.021388,-0.021485,-0.152080,0.988135,98.89,DRIFT,48
24387.0,-3024693.651,-3831189.196,5100912.212,2091.312,5121.155,5077.688,-0.000720,0.038480,-0.022889,-0.021856,-0.150729,0.988333,98.89,DRIFT,48
24388.0,-3022609.007,-3826076.288,5106001.866,2094.734,5125.495,5071.921,-0.000693,0.038157,-0.024391,-0.022227,-0.149378,0.988530,98.89,DRIFT,48
24389.0,-3020524.362,-3820963.379,5111091.520,2098.156,5129.836,5066.153,-0.000667,0.037833,-0.025892,-0.022598,-0.148026,0.988725,98.89,DRIFT,48
24390.0,-3018439.718,-3815850.470,5116181.174,2101.579,5134.176,5060.386,-0.000640,0.037510,-0.027393,-0.022968,-0.146674,0.988918,98.89,DRIFT,48
24391.0,-3016355.073,-3810737.561,5121270.827,2105.001,5138.517,5054.619,-0.000614,0.037187,-0.028894,-0.023339,-0.145321,0.989109,98.89,DRIFT,48
24392.0,-3014270.429,-3805624.652,5126360.481,2108.423,5142.857,5048.851,-0.000587,0.036863,-0.030395,-0.023710,-0.143968,0.989298,98.89,DRIFT,48
24393.0,-3012185.784,-3800511.743,5131450.135,2111.846,5147.198,5043.084,-0.000561,0.036540,-0.031897,-0.024080,-0.142616,0.989485,98.89,DRIFT,48
24394.0,-3010101.140,-3795398.834,5136539.789,2115.268,5151.538,5037.316,-0.000534,0.036217,-0.033398,-0.024451,-0.141262,0.989670,98.89,DRIFT,48
24395.0,-3008016.495,-3790285.926,5141629.442,2118.691,5155.878,5031.549,-0.000508,0.035893,-0.034899,-0.024821,-0.139909,0.989853,98.89,DRIFT,48
24396.0,-3005931.851,-3785173.017,5146719.096,2122.113,5160.219,5025.782,-0.000481,0.035570,-0.036400,-0.025192,-0.138555,0.990034,98.89,DRIFT,48
24397.0,-3003847.206,-3780060.108,5151808.750,2125.535,5164.559,5020.014,-0.000454,0.035247,-0.037902,-0.025562,-0.137202,0.990213,98.89,DRIFT,48
24398.0,-3001762.562,-3774947.199,5156898.403,2128.958,5168.900,5014.247,-0.000428,0.034923,-0.039403,-0.025932,-0.135847,0.990390,98.89,DRIFT,48
24399.0,-2999677.918,-3769834.290,5161988.057,2132.380,5173.240,5008.479,-0.000401,0.034600,-0.040904,-0.026303,-0.134493,0.990565,98.89,DRIFT,48
24400.0,-2997593.273,-3764721.381,5167077.711,2135.803,5177.581,5002.712,-0.000375,0.034277,-0.042405,-0.026673,-0.133139,0.990738,98.89,DRIFT,48
24400.0,-2997593.273,-3764721.381,5167077.711,2135.803,5177.581,5002.712,-0.000375,0.034277,-0.042405,-0.026673,-0.133139,0.990738,98.89,DRIFT,48
24401.0,-2995407.041,-3759480.889,5171991.789,2139.152,5181.745,4996.775,-0.000720,0.034602,-0.041083,-0.025139,-0.134663,0.990572,98.89,DRIFT,48
24402.0,-2993220.808,-3754240.397,5176905.866,2142.502,5185.909,4990.839,-0.001064,0.034928,-0.039761,-0.023604,-0.136187,0.990402,98.89,DRIFT,48
24403.0,-2991034.575,-3748999.905,5181819.944,2145.851,5190.074,4984.902,-0.001409,0.035254,-0.038438,-0.022070,-0.137711,0.990227,98.89,DRIFT,48
24404.0,-2988848.343,-3743759.413,5186734.021,2149.201,5194.238,4978.965,-0.001753,0.035580,-0.037116,-0.020535,-0.139234,0.990047,98.89,DRIFT,48
24405.0,-2986662.110,-3738518.920,5191648.099,2152.550,5198.403,4973.029,-0.002098,0.035906,-0.035793,-0.019000,-0.140757,0.989862,98.89,DRIFT,48
24406.0,-2984475.878,-3733278.428,5196562.177,2155.900,5202.567,4967.092,-0.002443,0.036232,-0.034471,-0.017464,-0.142279,0.989672,98.89,DRIFT,48
24407.0,-2982289.645,-3728037.936,5201476.254,2159.250,5206.732,4961.155,-0.002787,0.036558,-0.033148,-0.015929,-0.143801,0.989478,98.89,DRIFT,48
24408.0,-2980103.413,-3722797.444,5206390.332,2162.599,5210.896,4955.219,-0.003132,0.036884,-0.031826,-0.014393,-0.145322,0.989280,98.89,DRIFT,48
24409.0,-2977917.180,-3717556.951,5211304.409,2165.949,5215.060,4949.282,-0.003476,0.037210,-0.030503,-0.012857,-0.146842,0.989076,98.89,DRIFT,48
24410.0,-2975730.948,-3712316.459,5216218.487,2169.298,5219.225,4943.345,-0.003821,0.037536,-0.029181,-0.011321,-0.148362,0.988868,98.89,DRIFT,48
24411.0,-2973544.715,-3707075.967,5221132.565,2172.648,5223.389,4937.409,-0.004166,0.037862,-0.027859,-0.009784,-0.149882,0.988656,98.89,DRIFT,48
24412.0,-2971358.483,-3701835.475,5226046.642,2175.998,5227.554,4931.472,-0.004510,0.038187,-0.026536,-0.008248,-0.151400,0.988438,98.89,DRIFT,48
