time_s,x_m,y_m,z_m,vx_ms,vy_ms,vz_ms,sigma0,sigma1,sigma2,cx,cy,cz,battery_pct,action_name,action_idx
8237.0,2250718.962,5137305.868,4282077.955,3022.819,3577.246,-5877.815,-0.416063,0.775793,-0.189772,0.193804,-0.412185,-0.890249,99.49,Giza,35
8238.0,2253772.145,5140952.679,4276258.973,3020.311,3571.474,-5882.759,-0.416138,0.776693,-0.191199,0.191152,-0.414834,-0.889592,99.49,Giza,35
8239.0,2256825.327,5144599.491,4270439.990,3017.802,3565.703,-5887.703,-0.416212,0.777593,-0.192627,0.188497,-0.417476,-0.888922,99.49,Giza,35
8240.0,2259878.509,5148246.303,4264621.008,3015.294,3559.932,-5892.647,-0.416286,0.778493,-0.194054,0.185841,-0.420110,-0.888240,99.49,Giza,35
8240.0,2259878.509,5148246.303,4264621.008,3015.294,3559.932,-5892.647,-0.416286,0.778493,-0.194054,0.185841,-0.420110,-0.888240,99.49,Giza,35
8241.0,2262854.885,5151718.135,4258656.696,3012.682,3554.039,-5897.391,-0.416312,0.779577,-0.196014,0.182518,-0.423509,-0.887315,99.49,Giza,35
8242.0,2265831.261,5155189.967,4252692.383,3010.071,3548.146,-5902.135,-0.416337,0.780660,-0.197974,0.179189,-0.426900,-0.886368,99.49,Giza,35
8243.0,2268807.637,5158661.799,4246728.071,3007.459,3542.253,-5906.879,-0.416363,0.781743,-0.199933,0.175853,-0.430282,-0.885400,99.49,Giza,35
8244.0,2271784.013,5162133.630,4240763.759,3004.848,3536.359,-5911.623,-0.416388,0.782826,-0.201893,0.172511,-0.433657,-0.884410,99.49,Giza,35
8245.0,2274760.389,5165605.462,4234799.446,3002.237,3530.466,-5916.367,-0.416414,0.783909,-0.203853,0.169163,-0.437023,-0.883399,99.49,Giza,35
8246.0,2277736.765,5169077.294,4228835.134,2999.625,3524.573,-5921.111,-0.416439,0.784992,-0.205813,0.165810,-0.440381,-0.882367,99.49,Giza,35
8247.0,2280713.141,5172549.126,4222870.822,2997.014,3518.680,-5925.855,-0.416465,0.786075,-0.207772,0.162452,-0.443729,-0.881314,99.49,Giza,35
8248.0,2283689.517,5176020.958,4216906.509,2994.402,3512.787,-5930.599,-0.416490,0.787158,-0.209732,0.159088,-0.447068,-0.880239,99.49,Giza,35
8249.0,2286665.893,5179492.790,4210942.197,2991.791,3506.893,-5935.343,-0.416516,0.788241,-0.211692,0.155720,-0.450398,-0.879143,99.49,Giza,35
8250.0,2289642.269,5182964.622,4204977.885,2989.179,3501.000,-5940.087,-0.416541,0.789324,-0.213652,0.152346,-0.453718,-0.878026,99.49,Giza,35
8251.0,2292618.645,5186436.454,4199013.572,2986.568,3495.107,-5944.830,-0.416567,0.790407,-0.215611,0.148969,-0.457028,-0.876888,99.49,Giza,35
8252.0,2295595.021,5189908.286,4193049.260,2983.956,3489.214,-5949.574,-0.416592,0.791490,-0.217571,0.145587,-0.460328,-0.875730,99.49,Giza,35
8253.0,2298571.397,5193380.117,4187084.947,2981.345,3483.321,-5954.318,-0.416618,0.792573,-0.219531,0.142202,-0.463618,-0.874550,99.49,Giza,35
8254.0,2301547.773,5196851.949,4181120.635,2978.733,3477.427,-5959.062,-0.416643,0.793656,-0.221490,0.138812,-0.466897,-0.873349,99.49,Giza,35
8255.0,2304524.149,5200323.781,4175156.323,2976.122,3471.534,-5963.806,-0.416668,0.794739,-0.223450,0.135419,-0.470165,-0.872128,99.49,Giza,35
8256.0,2307500.525,5203795.613,4169192.010,2973.510,3465.641,-5968.550,-0.416694,0.795822,-0.225410,0.132023,-0.473422,-0.870886,99.49,Giza,35
8257.0,2310476.901,5207267.445,4163227.698,2970.899,3459.748,-5973.294,-0.416719,0.796905,-0.227370,0.128624,-0.476667,-0.869623,99.49,Giza,35
8258.0,2313453.277,5210739.277,4157263.386,2968.288,3453.855,-5978.038,-0.416745,0.797989,-0.229329,0.125223,-0.479901,-0.868340,99.49,Giza,35
8259.0,2316429.653,5214211.109,4151299.073,2965.676,3447.961,-5982.782,-0.416770,0.799072,-0.231289,0.121819,-0.483123,-0.867037,99.49,Giza,35
8260.0,2319406.029,5217682.941,4145334.761,2963.065,3442.068,-5987.526,-0.416796,0.800155,-0.233249,0.118412,-0.486333,-0.865713,99.49,Giza,35
8261.0,2322382.405,5221154.773,4139370.449,2960.453,3436.175,-5992.270,-0.416821,0.801238,-0.235209,0.115004,-0.489531,-0.864369,99.49,Giza,35
8262.0,2325358.781,5224626.605,4133406.136,2957.842,3430.282,-5997.014,-0.416847,0.802321,-0.237168,0.111594,-0.492716,-0.863005,99.49,Giza,35
8263.0,2328335.157,5228098.436,4127441.824,2955.230,3424.389,-6001.758,-0.416872,0.803404,-0.239128,0.108182,-0.495888,-0.861621,99.49,Giza,35
8264.0,2331311.533,5231570.268,4121477.512,2952.619,3418.495,-6006.502,-0.416898,0.804487,-0.241088,0.104769,-0.499048,-0.860218,99.49,Giza,35
8265.0,2334287.909,5235042.100,4115513.199,2950.007,3412.602,-6011.246,-0.416923,0.805570,-0.243048,0.101355,-0.502195,-0.858794,99.49,Giza,35
8266.0,2337264.285,5238513.932,4109548.887,2947.396,3406.709,-6015.990,-0.416949,0.806653,-0.245007,0.097941,-0.505328,-0.857351,99.49,Giza,35
8267.0,2340240.661,5241985.764,4103584.575,2944.784,3400.816,-6020.734,-0.416974,0.807736,-0.246967,0.094525,-0.508448,-0.855889,99.49,Giza,35
8268.0,2343217.037,5245457.596,4097620.262,2942.173,3394.923,-6025.477,-0.417000,0.808819,-0.248927,0.091110,-0.511554,-0.854407,99.49,Giza,35
8269.0,2346193.413,5248929.428,4091655.950,2939.561,3389.030,-6030.221,-0.417025,0.809902,-0.250887,0.087694,-0.514646,-0.852907,99.49,Giza,35
8270.0,2349169.789,5252401.260,4085691.638,2936.950,3383.136,-6034.965,-0.417051,0.810985,-0.252846,0.084279,-0.517724,-0.851387,99.49,Giza,35
8270.0,2349169.789,5252401.260,4085691.638,2936.950,3383.136,-6034.965,-0.417051,0.810985,-0.252846,0.084279,-0.517724,-0.851387,99.49,Giza,35
8271.0,2352066.310,5255694.540,4079588.068,2934.238,3377.127,-6039.504,-0.389411,0.755801,-0.233307,0.079956,-0.521715,-0.849365,99.49,Giza,35
8272.0,2354962.831,5258987.820,4073484.499,2931.526,3371.118,-6044.043,-0.361772,0.700616,-0.213768,0.075626,-0.525691,-0.847307,99.50,Giza,35
8273.0,2357859.351,5262281.100,4067380.930,2928.815,3365.109,-6048.582,-0.334133,0.645432,-0.194229,0.071288,-0.529650,-0.845215,99.50,Giza,35
8274.0,2360755.872,5265574.381,4061277.360,2926.103,3359.099,-6053.122,-0.306493,0.590247,-0.174689,0.066944,-0.533593,-0.843088,99.50,Giza,35
8275.0,2363652.393,5268867.661,4055173.791,2923.391,3353.090,-6057.661,-0.278854,0.535063,-0.155150,0.062593,-0.537518,-0.840926,99.51,Giza,35
8276.0,2366548.914,5272160.941,4049070.221,2920.679,3347.081,-6062.200,-0.251215,0.479879,-0.135611,0.058236,-0.541425,-0.838730,99.51,Giza,35
8277.0,2369445.434,5275454.221,4042966.652,2917.968,3341.072,-6066.739,-0.223576,0.424694,-0.116072,0.053874,-0.545314,-0.836499,99.51,Giza,35
8278.0,2372341.955,5278747.502,4036863.083,2915.256,3335.062,-6071.278,-0.195936,0.369510,-0.096532,0.049507,-0.549184,-0.834234,99.51,Giza,35
8279.0,2375238.476,5282040.782,4030759.513,2912.544,3329.053,-6075.817,-0.168297,0.314325,-0.076993,0.045136,-0.553034,-0.831935,99.52,Giza,35
8280.0,2378134.997,5285334.062,4024655.944,2909.832,3323.044,-6080.356,-0.140658,0.259141,-0.057454,0.040761,-0.556864,-0.829603,99.52,Giza,35
8281.0,2381031.517,5288627.342,4018552.374,2907.120,3317.035,-6084.895,-0.113019,0.203956,-0.037915,0.036382,-0.560675,-0.827237,99.52,Giza,35
8282.0,2383928.038,5291920.623,4012448.805,2904.409,3311.025,-6089.434,-0.085379,0.148772,-0.018375,0.032001,-0.564464,-0.824837,99.53,Giza,35
8283.0,2386824.559,5295213.903,4006345.236,2901.697,3305.016,-6093.973,-0.057740,0.093587,0.001164,0.027618,-0.568232,-0.822405,99.53,Giza,35
8284.0,2389721.080,5298507.183,4000241.666,2898.985,3299.007,-6098.512,-0.030101,0.038403,0.020703,0.023232,-0.571978,-0.819940,99.53,Giza,35
8285.0,2392617.600,5301800.463,3994138.097,2896.273,3292.998,-6103.051,-0.002462,-0.016782,0.040242,0.018846,-0.575702,-0.817442,99.54,Giza,35
8286.0,2395514.121,5305093.744,3988034.528,2893.562,3286.988,-6107.590,0.025178,-0.071966,0.059782,0.014458,-0.579404,-0.814912,99.54,Giza,35
8287.0,2398410.642,5308387.024,3981930.958,2890.850,3280.979,-6112.129,0.052817,-0.127150,0.079321,0.010071,-0.583082,-0.812351,99.54,Giza,35
8288.0,2401307.163,5311680.304,3975827.389,2888.138,3274.970,-6116.668,0.080456,-0.182335,0.098860,0.005684,-0.586737,-0.809758,99.54,Giza,35
8289.0,2404203.683,5314973.584,3969723.819,2885.426,3268.961,-6121.207,0.108095,-0.237519,0.118399,0.001297,-0.590368,-0.807133,99.55,Giza,35
8290.0,2407100.204,5318266.865,3963620.250,2882.715,3262.952,-6125.746,0.135735,-0.292704,0.137938,-0.003088,-0.593974,-0.804478,99.55,Giza,35
8291.0,2409996.725,5321560.145,3957516.681,2880.003,3256.942,-6130.285,0.163374,-0.347888,0.157478,-0.007471,-0.597556,-0.801792,99.55,Giza,35
8292.0,2412893.246,5324853.425,3951413.111,2877.291,3250.933,-6134.825,0.191013,-0.403073,0.177017,-0.011852,-0.601113,-0.799076,99.56,Giza,35
8293.0,2415789.767,5328146.705,3945309.542,2874.579,3244.924,-6139.364,0.218652,-0.458257,0.196556,-0.016230,-0.604644,-0.796331,99.56,Giza,35
8294.0,2418686.287,5331439.986,3939205.972,2871.867,3238.915,-6143.903,0.246292,-0.513442,0.216095,-0.020605,-0.608149,-0.793555,99.56,Giza,35
8295.0,2421582.808,5334733.266,3933102.403,2869.156,3232.905,-6148.442,0.273931,-0.568626,0.235635,-0.024976,-0.611628,-0.790751,99.57,Giza,35
8296.0,2424479.329,5338026.546,3926998.834,2866.444,3226.896,-6152.981,0.301570,-0.623810,0.255174,-0.029342,-0.615080,-0.787918,99.57,Giza,35
8297.0,2427375.850,5341319.826,3920895.264,2863.732,3220.887,-6157.520,0.329210,-0.678995,0.274713,-0.033703,-0.618506,-0.785057,99.57,Giza,35
8298.0,2430272.370,5344613.107,3914791.695,2861.020,3214.878,-6162.059,0.356849,-0.734179,0.294252,-0.038059,-0.621904,-0.782168,99.57,Giza,35
8299.0,2433168.891,5347906.387,3908688.126,2858.309,3208.868,-6166.598,0.384488,-0.789364,0.313792,-0.042410,-0.625275,-0.779251,99.58,Giza,35
8300.0,2436065.412,5351199.667,3902584.556,2855.597,3202.859,-6171.137,0.412127,-0.844548,0.333331,-0.046753,-0.628617,-0.776308,99.58,Giza,35
8300.0,2436065.412,5351199.667,3902584.556,2855.597,3202.859,-6171.137,0.412127,-0.844548,0.333331,-0.046753,-0.628617,-0.776308,99.58,Giza,35
8301.0,2438893.183,5354341.632,3896369.537,2852.803,3196.758,-6175.502,0.410057,-0.842064,0.335139,-0.052001,-0.632720,-0.772633,99.59,Giza,35
8302.0,2441720.953,5357483.596,3890154.517,2850.010,3190.656,-6179.867,0.407987,-0.839580,0.336947,-0.057251,-0.636790,-0.768909,99.60,Giza,35
8303.0,2444548.724,5360625.561,3883939.498,2847.217,3184.555,-6184.231,0.405917,-0.837096,0.338754,-0.062503,-0.640827,-0.765137,99.60,Giza,35
8304.0,2447376.495,5363767.526,3877724.478,2844.423,3178.453,-6188.596,0.403846,-0.834612,0.340562,-0.067755,-0.644830,-0.761317,99.61,Giza,35
8305.0,2450204.266,5366909.490,3871509.458,2841.630,3172.352,-6192.961,0.401776,-0.832128,0.342370,-0.073007,-0.648798,-0.757451,99.62,Giza,35
8306.0,2453032.036,5370051.455,3865294.439,2838.837,3166.251,-6197.326,0.399706,-0.829644,0.344178,-0.078258,-0.652730,-0.753538,99.63,Giza,35
8307.0,2455859.807,5373193.420,3859079.419,2836.043,3160.149,-6201.691,0.397636,-0.827160,0.345986,-0.083507,-0.656626,-0.749579,99.64,Giza,35
8308.0,2458687.578,5376335.384,3852864.400,2833.250,3154.048,-6206.055,0.395565,-0.824675,0.347794,-0.088753,-0.660486,-0.745575,99.64,Giza,35
8309.0,2461515.349,5379477.349,3846649.380,2830.457,3147.946,-6210.420,0.393495,-0.822191,0.349601,-0.093994,-0.664307,-0.741526,99.65,Giza,35
8310.0,2464343.119,5382619.314,3840434.361,2827.663,3141.845,-6214.785,0.391425,-0.819707,0.351409,-0.099231,-0.668090,-0.737434,99.66,Giza,35
8311.0,2467170.890,5385761.279,3834219.341,2824.870,3135.743,-6219.150,0.389355,-0.817223,0.353217,-0.104462,-0.671834,-0.733298,99.67,Giza,35
8312.0,2469998.661,5388903.243,3828004.322,2822.077,3129.642,-6223.515,0.387284,-0.814739,0.355025,-0.109687,-0.675539,-0.729120,99.68,Giza,35
8313.0,2472826.432,5392045.208,3821789.302,2819.283,3123.541,-6227.879,0.385214,-0.812255,0.356833,-0.114904,-0.679203,-0.724901,99.68,Giza,35
8314.0,2475654.202,5395187.173,3815574.282,2816.490,3117.439,-6232.244,0.383144,-0.809771,0.358641,-0.120112,-0.682826,-0.720640,99.69,Giza,35
8315.0,2478481.973,5398329.137,3809359.263,2813.697,3111.338,-6236.609,0.381074,-0.807287,0.360448,-0.125310,-0.686407,-0.716339,99.70,Giza,35
8316.0,2481309.744,5401471.102,3803144.243,2810.903,3105.236,-6240.974,0.379004,-0.804803,0.362256,-0.130499,-0.689947,-0.712000,99.71,Giza,35
8317.0,2484137.515,5404613.067,3796929.224,2808.110,3099.135,-6245.338,0.376933,-0.802319,0.364064,-0.135676,-0.693443,-0.707622,99.71,Giza,35
8318.0,2486965.286,5407755.031,3790714.204,2805.317,3093.033,-6249.703,0.374863,-0.799834,0.365872,-0.140841,-0.696897,-0.703206,99.72,Giza,35
8319.0,2489793.056,5410896.996,3784499.185,2802.523,3086.932,-6254.068,0.372793,-0.797350,0.367680,-0.145993,-0.700307,-0.698753,99.73,Giza,35
8320.0,2492620.827,5414038.961,3778284.165,2799.730,3080.831,-6258.433,0.370723,-0.794866,0.369488,-0.151131,-0.703673,-0.694265,99.74,Giza,35
8320.0,2492620.827,5414038.961,3778284.165,2799.730,3080.831,-6258.433,0.370723,-0.794866,0.369488,-0.151131,-0.703673,-0.694265,99.74,DRIFT,48
8321.0,2495377.701,5417027.213,3771962.388,2796.857,3074.642,-6262.620,0.360966,-0.778496,0.356934,-0.183889,-0.701174,-0.688868,99.75,DRIFT,48
8322.0,2498134.574,5420015.465,3765640.610,2793.984,3068.453,-6266.807,0.351209,-0.762125,0.344380,-0.219417,-0.697559,-0.682105,99.76,DRIFT,48
8323.0,2500891.448,5423003.717,3759318.833,2791.112,3062.264,-6270.994,0.341452,-0.745755,0.331826,-0.257918,-0.692553,-0.673682,99.76,DRIFT,48
8324.0,2503648.321,5425991.969,3752997.055,2788.239,3056.075,-6275.181,0.331695,-0.729384,0.319272,-0.299570,-0.685826,-0.663250,99.77,DRIFT,48
8325.0,2506405.195,5428980.222,3746675.278,2785.366,3049.886,-6279.369,0.321938,-0.713013,0.306718,-0.344496,-0.676980,-0.650400,99.78,DRIFT,48
8326.0,2509162.068,5431968.474,3740353.500,2782.493,3043.697,-6283.556,0.312181,-0.696643,0.294164,-0.392737,-0.665553,-0.634663,99.79,DRIFT,48
8327.0,2511918.942,5434956.726,3734031.723,2779.620,3037.508,-6287.743,0.302424,-0.680272,0.281610,-0.444202,-0.651018,-0.615516,99.80,DRIFT,48
8328.0,2514675.815,5437944.978,3727709.945,2776.748,3031.319,-6291.930,0.292667,-0.663902,0.269056,-0.498618,-0.632800,-0.592406,99.81,DRIFT,48
8329.0,2517432.688,5440933.230,3721388.168,2773.875,3025.130,-6296.117,0.282910,-0.647531,0.256502,-0.555473,-0.610305,-0.564780,99.82,DRIFT,48
8330.0,2520189.562,5443921.483,3715066.391,2771.002,3018.941,-6300.304,0.273153,-0.631160,0.243948,-0.613963,-0.582978,-0.532153,99.83,DRIFT,48
8331.0,2522946.435,5446909.735,3708744.613,2768.129,3012.752,-6304.492,0.263396,-0.614790,0.231394,-0.672962,-0.550376,-0.494175,99.83,DRIFT,48
8332.0,2525703.309,5449897.987,3702422.836,2765.256,3006.563,-6308.679,0.253639,-0.598419,0.218840,-0.731041,-0.512264,-0.450738,99.84,DRIFT,48
8333.0,2528460.182,5452886.239,3696101.058,2762.384,3000.374,-6312.866,0.243882,-0.582049,0.206286,-0.786549,-0.468711,-0.402058,99.85,DRIFT,48
8334.0,2531217.056,5455874.491,3689779.281,2759.511,2994.185,-6317.053,0.234125,-0.565678,0.193732,-0.837761,-0.420167,-0.348736,99.86,DRIFT,48
8335.0,2533973.929,5458862.743,3683457.503,2756.638,2987.996,-6321.240,0.224368,-0.549307,0.181178,-0.883085,-0.367474,-0.291760,99.87,DRIFT,48
8336.0,2536730.803,5461850.996,3677135.726,2753.765,2981.807,-6325.427,0.214611,-0.532937,0.168624,-0.921277,-0.311812,-0.232427,99.88,DRIFT,48
8337.0,2539487.676,5464839.248,3670813.948,2750.892,2975.618,-6329.615,0.204854,-0.516566,0.156070,-0.951598,-0.254574,-0.172203,99.89,DRIFT,48
8338.0,2542244.550,5467827.500,3664492.171,2748.019,2969.429,-6333.802,0.195097,-0.500196,0.143516,-0.973882,-0.197197,-0.112546,99.90,DRIFT,48
8339.0,2545001.423,5470815.752,3658170.394,2745.147,2963.240,-6337.989,0.185340,-0.483825,0.130962,-0.988495,-0.140997,-0.054748,99.90,DRIFT,48
8340.0,2547758.297,5473804.004,3651848.616,2742.274,2957.051,-6342.176,0.175583,-0.467455,0.118408,-0.996204,-0.087052,0.000175,99.91,DRIFT,48
8341.0,2550515.170,5476792.257,3645526.839,2739.401,2950.862,-6346.363,0.165826,-0.451084,0.105854,-0.998017,-0.036141,0.051528,99.92,DRIFT,48
8342.0,2553272.044,5479780.509,3639205.061,2736.528,2944.673,-6350.550,0.156069,-0.434713,0.093300,-0.995031,0.011255,0.098923,99.93,DRIFT,48
8343.0,2556028.917,5482768.761,3632883.284,2733.655,2938.484,-6354.737,0.146312,-0.418343,0.080746,-0.988309,0.054915,0.142233,99.94,DRIFT,48
8344.0,2558785.791,5485757.013,3626561.506,2730.783,2932.295,-6358.925,0.136555,-0.401972,0.068192,-0.978804,0.094821,0.181524,99.95,DRIFT,48
8345.0,2561542.664,5488745.265,3620239.729,2727.910,2926.106,-6363.112,0.126799,-0.385602,0.055638,-0.967331,0.131097,0.216990,99.96,DRIFT,48
8346.0,2564299.538,5491733.518,3613917.951,2725.037,2919.917,-6367.299,0.117042,-0.369231,0.043084,-0.954549,0.163956,0.248906,99.97,DRIFT,48
8347.0,2567056.411,5494721.770,3607596.174,2722.164,2913.728,-6371.486,0.107285,-0.352860,0.030530,-0.940980,0.193663,0.277582,99.97,DRIFT,48
8348.0,2569813.285,5497710.022,3601274.397,2719.291,2907.539,-6375.673,0.097528,-0.336490,0.017976,-0.927020,0.220498,0.303338,99.98,DRIFT,48
8349.0,2572570.158,5500698.274,3594952.619,2716.419,2901.350,-6379.860,0.087771,-0.320119,0.005422,-0.912968,0.244745,0.326482,99.99,DRIFT,48
8350.0,2575327.032,5503686.526,3588630.842,2713.546,2895.161,-6384.048,0.078014,-0.303749,-0.007132,-0.899036,0.266672,0.347303,100.00,DRIFT,48
8350.0,2575327.032,5503686.526,3588630.842,2713.546,2895.161,-6384.048,0.078014,-0.303749,-0.007132,-0.899036,0.266672,0.347303,100.00,DRIFT,48
8351.0,2577996.322,5506487.601,3582186.694,2710.580,2888.872,-6388.018,0.074578,-0.290316,-0.005651,-0.886697,0.264227,0.379411,100.00,DRIFT,48
8352.0,2580665.613,5509288.675,3575742.547,2707.615,2882.584,-6391.988,0.071142,-0.276883,-0.004171,-0.872290,0.261255,0.413347,100.00,DRIFT,48
8353.0,2583334.903,5512089.749,3569298.400,2704.649,2876.295,-6395.958,0.067707,-0.263450,-0.002691,-0.855517,0.257672,0.449107,100.00,DRIFT,48
8354.0,2586004.194,5514890.824,3562854.253,2701.684,2870.007,-6399.928,0.064271,-0.250017,-0.001211,-0.836051,0.253382,0.486638,100.00,DRIFT,48
8355.0,2588673.484,5517691.898,3556410.106,2698.718,2863.718,-6403.898,0.060835,-0.236584,0.000270,-0.813548,0.248285,0.525827,100.00,DRIFT,48
8356.0,2591342.775,5520492.972,3549965.958,2695.752,2857.430,-6407.868,0.057399,-0.223151,0.001750,-0.787656,0.242275,0.566481,100.00,DRIFT,48
8357.0,2594012.065,5523294.047,3543521.811,2692.787,2851.141,-6411.838,0.053964,-0.209718,0.003230,-0.758031,0.235243,0.608317,100.00,DRIFT,48
8358.0,2596681.356,5526095.121,3537077.664,2689.821,2844.853,-6415.808,0.050528,-0.196285,0.004710,-0.724363,0.227089,0.650945,100.00,DRIFT,48
8359.0,2599350.646,5528896.195,3530633.517,2686.856,2838.564,-6419.779,0.047092,-0.182853,0.006191,-0.686403,0.217727,0.693863,100.00,DRIFT,48
8360.0,2602019.937,5531697.269,3524189.370,2683.890,2832.276,-6423.749,0.043656,-0.169420,0.007671,-0.644003,0.207094,0.736460,100.00,DRIFT,48
8361.0,2604689.227,5534498.344,3517745.222,2680.925,2825.987,-6427.719,0.040221,-0.155987,0.009151,-0.597149,0.195162,0.778027,100.00,DRIFT,48
8362.0,2607358.518,5537299.418,3511301.075,2677.959,2819.699,-6431.689,0.036785,-0.142554,0.010632,-0.545996,0.181951,0.817791,100.00,DRIFT,48
8363.0,2610027.808,5540100.492,3504856.928,2674.993,2813.411,-6435.659,0.033349,-0.129121,0.012112,-0.490894,0.167532,0.854960,100.00,DRIFT,48
8364.0,2612697.099,5542901.567,3498412.781,2672.028,2807.122,-6439.629,0.029913,-0.115688,0.013592,-0.432385,0.152037,0.888779,100.00,DRIFT,48
8365.0,2615366.389,5545702.641,3491968.634,2669.062,2800.834,-6443.599,0.026478,-0.102255,0.015072,-0.371194,0.135648,0.918594,100.00,DRIFT,48
8366.0,2618035.680,5548503.715,3485524.487,2666.097,2794.545,-6447.569,0.023042,-0.088822,0.016553,-0.308184,0.118594,0.943906,100.00,DRIFT,48
8367.0,2620704.970,5551304.790,3479080.339,2663.131,2788.257,-6451.540,0.019606,-0.075389,0.018033,-0.244296,0.101132,0.964413,100.00,DRIFT,48
8368.0,2623374.261,5554105.864,3472636.192,2660.166,2781.968,-6455.510,0.016171,-0.061956,0.019513,-0.180482,0.083531,0.980025,100.00,DRIFT,48
8369.0,2626043.551,5556906.938,3466192.045,2657.200,2775.680,-6459.480,0.012735,-0.048524,0.020994,-0.117639,0.066047,0.990858,100.00,DRIFT,48
8370.0,2628712.842,5559708.013,3459747.898,2654.234,2769.391,-6463.450,0.009299,-0.035091,0.022474,-0.056551,0.048914,0.997201,100.00,DRIFT,48
8371.0,2631382.132,5562509.087,3453303.751,2651.269,2763.103,-6467.420,0.005863,-0.021658,0.023954,0.002143,0.032326,0.999475,100.00,DRIFT,48
8372.0,2634051.423,5565310.161,3446859.603,2648.303,2756.814,-6471.390,0.002428,-0.008225,0.025434,0.057968,0.016435,0.998183,100.00,DRIFT,48
8373.0,2636720.713,5568111.236,3440415.456,2645.338,2750.526,-6475.360,-0.001008,0.005208,0.026915,0.110607,0.001349,0.993863,100.00,DRIFT,48
8374.0,2639390.004,5570912.310,3433971.309,2642.372,2744.237,-6479.330,-0.004444,0.018641,0.028395,0.159890,-0.012866,0.987051,100.00,DRIFT,48
8375.0,2642059.294,5573713.384,3427527.162,2639.407,2737.949,-6483.300,-0.007880,0.032074,0.029875,0.205766,-0.026180,0.978251,100.00,DRIFT,48
8376.0,2644728.585,5576514.459,3421083.015,2636.441,2731.661,-6487.271,-0.011315,0.045507,0.031356,0.248279,-0.038590,0.967920,100.00,DRIFT,48
8377.0,2647397.875,5579315.533,3414638.867,2633.476,2725.372,-6491.241,-0.014751,0.058940,0.032836,0.287544,-0.050114,0.956456,100.00,DRIFT,48
8378.0,2650067.165,5582116.607,3408194.720,2630.510,2719.084,-6495.211,-0.018187,0.072373,0.034316,0.323721,-0.060788,0.944198,100.00,DRIFT,48
8379.0,2652736.456,5584917.681,3401750.573,2627.544,2712.795,-6499.181,-0.021623,0.085805,0.035796,0.357001,-0.070657,0.931428,100.00,DRIFT,48
